Name,"Base 
Currency",Ticker,ISIN,"Global Broad 
Category Group","Global 
Category",Morningstar Category,"Morningstar 
Institutional Category","Morningstar 
Rating 
Overall",US Category Group,Domicile,Fund Legal Structure,"Equity 
Style Box (Long)","Fixed Inc 
Style Box (Long)",Firm Name,Branding Name,"Inception 
Date",Manager Name,Manager History,Manager Ownership Level,"Manager 
Tenure 
(Longest)","Manager 
Tenure 
(Average)","Primary Prospectus 
Benchmark","Primary Prospectus 
Benchmark Id","Primary Prospectus 
Benchmark Inception Date","Net Assets 
Date",Net Assets-Share Class USD,"Fund Size 
Date","Fund Size 
USD","Holding of 
an Investment","Oldest 
Share Class","12 Mo 
Yield Date","12 Mo 
Yield","Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,"Latest 
Capital Gain 
Date","Latest 
Capital Gain 
USD","Portfolio 
Date","Return Date 
(Daily)","NAV (Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Annual Report 
Net Expense 
Ratio","Annual Report 
Ongoing Charge","Annual Report 
Ongoing Charge 
Date","Annual Report 
Gross Expense 
Ratio","Prospectus 
Objective",Turnover Ratio % Date,"Turnover 
Ratio %",SecId,PerformanceId,FundId,StrategyId,StrategyId,CUSIP,Investment Type,"Performance 
Data Ready","Price 
Data Ready","Operations 
Data Ready","Portfolio 
Data Ready","Note Effective 
Date","Primary Share 
in Market","Target Date 
Report Date","Equity Profile 
Report Date",Annual Report Adjusted Expense Ratio,Prospectus Adjusted Expense Ratio,Submarket
Neuberger Berman Large Cap Value R6,US Dollar,NRLCX,US64122Q3902,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Neuberger Berman,Neuberger Berman,1/18/2019,Eli M. Salzmann;David Levine;,[1990-06-01 -- 1999-12-01] Michael Kassen;[1994-02-28 -- 1994-07-01] Jeffrey C. Whittington;[1988-01-01 -- 1990-01-01] Robert Vitale;[1975-01-20 -- 1987-12-31] Philip H. Steckler;[1975-01-20 -- 1984-01-01] Ira N. Langsan;[1984-01-01 -- 1987-12-31] Dietrich Weisman;[1994-10-03 -- 2000-10-16] Robert I. Gendelman;[1998-12-30 -- 2011-12-15] S. Basu Mullick;[2011-12-16 -- ] Eli M. Salzmann;[2021-04-01 -- ] David Levine;,"Eli M. Salzmann [$1,000,001 and above];David Levine [$100,001 - $500,000];",9.92,5.25,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"231,244,518.00",11/5/2021,"7,486,922,669.00",No,No,10/31/2021,1.24,12/14/2020,0.57,,12/14/2020,0.09,9/30/2021,11/5/2021,47.14,,,,,,,0.53,,,0.53,Growth,8/31/2021,89,F00000UKH7,0P00014GBN,FSUSA001XH,STUSA04BLZ,STUSA04BLZ,64122Q390,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.53,0.59,
Nuveen Dividend Value R6,US Dollar,FFEFX,US6706901302,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Nuveen,Nuveen,2/28/2013,David A Chalupnik;Evan Staples;,[1992-12-18 -- 1994-07-01] Scott D. Limper;[1994-08-31 -- 2016-11-08] Cori B. Johnson;[1994-08-01 -- 2012-12-31] Gerald C. Bren;[1998-01-31 -- 1998-08-14] Roland Whitcomb;[2015-10-05 -- ] David A Chalupnik;[2012-02-29 -- 2019-03-19] Derek M. Sadowsky;[2019-03-19 -- ] Evan Staples;,"David A Chalupnik [$1,000,001 and above];Evan Staples [$100,001 - $500,000];",6.08,4.37,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"3,071,804,583.00",11/5/2021,"3,992,124,708.00",Yes,No,10/31/2021,1.5,9/30/2021,0.08,,12/16/2019,0.81,9/30/2021,11/5/2021,16.5,,,,,,,0.7,,,0.7,Equity-Income,10/31/2020,117,F00000PB0F,0P0000XSAA,FSUSA0008R,STUSA04Z2J,STUSA04Z2J,670690130,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.7,0.6,
Oakmark Advisor,US Dollar,OAYMX,US4138387984,Equity,US Equity Large Cap Value,US Fund Large Value,Large Relative Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Oakmark,Natixis,11/30/2016,William C. Nygren;Kevin G. Grant;Michael A. Nicolas;,[1991-08-05 -- 2000-03-21] Robert J. Sanborn;[2000-03-21 -- ] William C. Nygren;[2000-03-21 -- ] Kevin G. Grant;[2020-01-28 -- ] Michael A. Nicolas;,"William C. Nygren [$1,000,001 and above];Kevin G. Grant [$1,000,001 and above];Michael A. Nicolas [$500,001 - $1,000,000];",21.67,15.06,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"2,901,087,845.00",11/5/2021,"18,322,068,507.00",Yes,No,10/31/2021,0.2,12/10/2020,0.24,,12/16/2021,2,9/30/2021,11/5/2021,123.7,,,,,,,0.81,,,0.85,Growth,9/30/2020,35,F00000XOSB,0P00018MDB,FSUSA001US,STUSA05M9J,STUSA05M9J,413838798,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.81,0.69,
Oakmark Institutional,US Dollar,OANMX,US4138387802,Equity,US Equity Large Cap Value,US Fund Large Value,Large Relative Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Oakmark,Natixis,11/30/2016,William C. Nygren;Kevin G. Grant;Michael A. Nicolas;,[1991-08-05 -- 2000-03-21] Robert J. Sanborn;[2000-03-21 -- ] William C. Nygren;[2000-03-21 -- ] Kevin G. Grant;[2020-01-28 -- ] Michael A. Nicolas;,"William C. Nygren [$1,000,001 and above];Kevin G. Grant [$1,000,001 and above];Michael A. Nicolas [$500,001 - $1,000,000];",21.67,15.06,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"5,012,951,891.00",11/5/2021,"18,322,068,507.00",Yes,No,10/31/2021,0.24,12/10/2020,0.3,,12/16/2021,2,9/30/2021,11/5/2021,123.77,,,,,,,0.74,,,0.79,Growth,9/30/2020,35,F00000XOSC,0P00018MDC,FSUSA001US,STUSA05M9J,STUSA05M9J,413838780,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.74,0.66,
Oakmark R6,US Dollar,OAZMX,US4138386242,Equity,US Equity Large Cap Value,US Fund Large Value,Large Relative Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Oakmark,Natixis,12/15/2020,William C. Nygren;Kevin G. Grant;Michael A. Nicolas;,[1991-08-05 -- 2000-03-21] Robert J. Sanborn;[2000-03-21 -- ] William C. Nygren;[2000-03-21 -- ] Kevin G. Grant;[2020-01-28 -- ] Michael A. Nicolas;,"William C. Nygren [$1,000,001 and above];Kevin G. Grant [$1,000,001 and above];Michael A. Nicolas [$500,001 - $1,000,000];",21.67,15.06,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"1,188,633,336.00",11/5/2021,"18,322,068,507.00",No,No,,,,,,,,9/30/2021,11/5/2021,123.81,,,,,,,,,,,Growth,9/30/2020,35,F00001684V,0P0001LCU5,FSUSA001US,STUSA05M9J,STUSA05M9J,413838624,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.63,
Oakmark Select Advisor,US Dollar,OAYLX,US4138387158,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Oakmark,Natixis,11/30/2016,William C. Nygren;Anthony P. Coniaris;,[1996-11-01 -- ] William C. Nygren;[2000-03-21 -- 2012-08-01] Henry Berghoef;[2013-01-28 -- ] Anthony P. Coniaris;[2013-01-28 -- 2021-10-27] Thomas W. Murray;,"William C. Nygren [$1,000,001 and above];Anthony P. Coniaris [$1,000,001 and above];",25,16.92,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"2,603,824,655.00",11/5/2021,"5,757,997,286.00",Yes,No,10/31/2021,0.18,12/10/2020,0.12,,12/16/2021,0.45,9/30/2021,11/5/2021,65.74,,,,,,,0.92,,,1,Growth,9/30/2020,28,F00000XOSD,0P00018MDD,FSUSA004PR,STUSA075ZV,STUSA075ZV,413838715,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.92,0.87,
Oakmark Select Institutional,US Dollar,OANLX,US4138386994,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Oakmark,Natixis,11/30/2016,William C. Nygren;Anthony P. Coniaris;,[1996-11-01 -- ] William C. Nygren;[2000-03-21 -- 2012-08-01] Henry Berghoef;[2013-01-28 -- ] Anthony P. Coniaris;[2013-01-28 -- 2021-10-27] Thomas W. Murray;,"William C. Nygren [$1,000,001 and above];Anthony P. Coniaris [$1,000,001 and above];",25,16.92,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"691,763,584.00",11/5/2021,"5,757,997,286.00",No,No,10/31/2021,0.2,12/10/2020,0.13,,12/16/2021,0.45,9/30/2021,11/5/2021,65.83,,,,,,,0.85,,,0.93,Growth,9/30/2020,28,F00000XOSE,0P00018MDE,FSUSA004PR,STUSA075ZV,STUSA075ZV,413838699,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.85,0.77,
Oakmark Select R6,US Dollar,OAZLX,US4138386168,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Oakmark,Natixis,12/15/2020,William C. Nygren;Anthony P. Coniaris;,[1996-11-01 -- ] William C. Nygren;[2000-03-21 -- 2012-08-01] Henry Berghoef;[2013-01-28 -- ] Anthony P. Coniaris;[2013-01-28 -- 2021-10-27] Thomas W. Murray;,"William C. Nygren [$1,000,001 and above];Anthony P. Coniaris [$1,000,001 and above];",25,16.92,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"350,317,495.00",11/5/2021,"5,757,997,286.00",No,No,,,,,,12/16/2021,0.45,9/30/2021,11/5/2021,65.83,,,,,,,,,,,Growth,9/30/2020,28,F000016850,0P0001LCUA,FSUSA004PR,STUSA075ZV,STUSA075ZV,413838616,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.75,
Parnassus Endeavor Institutional,US Dollar,PFPWX,US7017654069,Equity,US Equity Large Cap Blend,US Fund Large Value,Large Core Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Parnassus,Parnassus,4/30/2015,Billy J. Hwan,[2005-04-29 -- 2020-12-31] Jerome L. Dodson;[2018-05-01 -- ] Billy J. Hwan;,"Billy J. Hwan [$100,001 - $500,000]",3.5,3.5,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,711,592,042.00",11/5/2021,"5,405,156,702.00",Yes,No,10/31/2021,0.68,12/17/2020,0.41,,11/20/2018,3.04,9/30/2021,11/5/2021,61.94,,,,,,,0.71,,,0.73,Growth,12/31/2020,52.77,F00000VEWA,0P00015H49,FSUSA06P39,STUSA05JY2,STUSA05JY2,701765406,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.71,0.71,
Payden Equity Income Adviser,US Dollar,PYVAX,US7043292595,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Paydenfunds,Payden,12/1/2011,James T. Wong;Scott J. Weiner;Michael E. Salvay;Alfred Giles;Micheal Huynh;,[1996-11-01 -- 2001-03-01] John P. Isaacson;[1996-11-01 -- 2009-02-26] Christopher N. Orndorff;[1996-11-01 -- 2006-02-26] Brian W. Matthews;[1996-11-01 -- 2006-02-26] James P. Sarni;[1996-11-01 -- 2005-02-28] Laura Zimmerman;[1996-11-01 -- 2006-02-26] Mary Beth Syal;[1996-11-01 -- 2006-02-26] Joan Payden;[1996-11-01 -- 2008-02-27] James T. Wong;[2009-02-27 -- ] James T. Wong;[1996-11-01 -- 2006-02-26] Scott J. Weiner;[2008-02-28 -- 2011-02-28] Scott J. Weiner;[2020-02-28 -- ] Scott J. Weiner;[2020-02-28 -- ] Michael E. Salvay;[2011-02-28 -- 2020-02-28] Frank Lee;[2020-02-28 -- ] Alfred Giles;[2020-02-28 -- ] Micheal Huynh;,James T. Wong [NA - FC Inconsistent];Scott J. Weiner [NA - FC Inconsistent];Michael E. Salvay [NA - FC Inconsistent];Alfred Giles [NA - FC Inconsistent];Micheal Huynh [NA - FC Inconsistent];,12.75,3.95,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"20,359,903.00",11/5/2021,"1,817,876,626.00",No,No,10/31/2021,1.42,9/29/2021,0.09,,12/23/2019,0.55,8/31/2021,11/5/2021,21.55,,,,,,,0.99,,,0.99,Growth and Income,10/31/2020,63,F00000NE6N,0P0000URNA,FSUSA001ED,STUSA07NZW,STUSA07NZW,704329259,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.99,0.99,
Payden Equity Income SI,US Dollar,PYVSX,US7043291357,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Paydenfunds,Payden,8/1/2014,James T. Wong;Scott J. Weiner;Michael E. Salvay;Alfred Giles;Micheal Huynh;,[1996-11-01 -- 2001-03-01] John P. Isaacson;[1996-11-01 -- 2009-02-26] Christopher N. Orndorff;[1996-11-01 -- 2006-02-26] Brian W. Matthews;[1996-11-01 -- 2006-02-26] James P. Sarni;[1996-11-01 -- 2005-02-28] Laura Zimmerman;[1996-11-01 -- 2006-02-26] Mary Beth Syal;[1996-11-01 -- 2006-02-26] Joan Payden;[1996-11-01 -- 2008-02-27] James T. Wong;[2009-02-27 -- ] James T. Wong;[1996-11-01 -- 2006-02-26] Scott J. Weiner;[2008-02-28 -- 2011-02-28] Scott J. Weiner;[2020-02-28 -- ] Scott J. Weiner;[2020-02-28 -- ] Michael E. Salvay;[2011-02-28 -- 2020-02-28] Frank Lee;[2020-02-28 -- ] Alfred Giles;[2020-02-28 -- ] Micheal Huynh;,James T. Wong [NA - FC Inconsistent];Scott J. Weiner [NA - FC Inconsistent];Michael E. Salvay [NA - FC Inconsistent];Alfred Giles [NA - FC Inconsistent];Micheal Huynh [NA - FC Inconsistent];,12.75,3.95,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,252,434,289.00",11/5/2021,"1,817,876,626.00",Yes,No,10/31/2021,1.66,9/29/2021,0.1,,12/23/2019,0.55,8/31/2021,11/5/2021,21.6,,,,,,,0.65,,,0.74,Growth and Income,10/31/2020,63,F00000U20U,0P00013TL7,FSUSA001ED,STUSA07NZW,STUSA07NZW,704329135,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.65,0.65,
PIMCO RAE PLUS I-3,US Dollar,PXTNX,US72202E3282,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,,,PIMCO,PIMCO,4/27/2018,Marc P. Seidner;Robert D. Arnott;Jing Yang;Christopher J. Brightman;Bryan Tsu;Mohsen Fahmi;,[2005-06-30 -- 2014-09-26] William H. Gross;[2021-02-04 -- ] Marc P. Seidner;[2015-01-12 -- 2018-07-20] Sudi N Mariappa;[2014-09-26 -- ] Robert D. Arnott;[2018-07-20 -- ] Jing Yang;[2014-09-26 -- 2015-01-15] Saumil H. Parikh;[2017-07-28 -- ] Christopher J. Brightman;[2018-07-20 -- ] Bryan Tsu;[2014-09-26 -- ] Mohsen Fahmi;,Marc P. Seidner [$0 - None];Robert D. Arnott [$0 - None];Jing Yang [$0 - None];Christopher J. Brightman [$0 - None];Bryan Tsu [$0 - None];Mohsen Fahmi [$0 - None];,7.17,4.35,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"7,679,963.00",10/29/2021,"1,588,138,877.00",No,No,10/31/2021,20.39,9/9/2021,0.32,,12/11/2019,0.91,6/30/2021,11/5/2021,6.96,,,,,,,0.95,,,1,Growth and Income,3/31/2021,271,F00001061Q,0P0001CRKP,FSUSA06CMH,STUSA04G6B,STUSA04G6B,72202E328,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.94,0.94,
PIMCO RAE US A,US Dollar,PKAAX,US72202L4968,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,PIMCO,PIMCO,6/5/2015,Robert D. Arnott;Christopher J. Brightman;,[2015-04-15 -- ] Robert D. Arnott;[2015-04-15 -- 2016-01-08] Jason C. Hsu;[2015-04-15 -- ] Christopher J. Brightman;,"Robert D. Arnott [$50,001 - $100,000];Christopher J. Brightman [$0 - None];",6.58,6.58,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"12,422,009.00",10/29/2021,"1,204,992,027.00",No,No,10/31/2021,1.84,12/28/2020,0.26,,12/10/2020,0.1,6/30/2021,11/5/2021,14.51,,,,,,,0.8,,,0.84,Growth,6/30/2021,54,F00000VAHT,0P00015B9N,FS0000BNVL,STUSA05MQU,STUSA05MQU,72202L496,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.8,0.8,
PIMCO RAE US I-2,US Dollar,PKAPX,US72202L4703,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,PIMCO,PIMCO,6/5/2015,Robert D. Arnott;Christopher J. Brightman;,[2015-04-15 -- ] Robert D. Arnott;[2015-04-15 -- 2016-01-08] Jason C. Hsu;[2015-04-15 -- ] Christopher J. Brightman;,"Robert D. Arnott [$50,001 - $100,000];Christopher J. Brightman [$0 - None];",6.58,6.58,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"35,771,343.00",10/29/2021,"1,204,992,027.00",No,No,10/31/2021,1.93,12/28/2020,0.27,,12/10/2020,0.1,6/30/2021,11/5/2021,14.73,,,,,,,0.5,,,0.54,Growth,6/30/2021,54,F00000VAHQ,0P00015B9K,FS0000BNVL,STUSA05MQU,STUSA05MQU,72202L470,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.5,0.5,
PIMCO RAE US Instl,US Dollar,PKAIX,US72202L4620,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,PIMCO,PIMCO,6/5/2015,Robert D. Arnott;Christopher J. Brightman;,[2015-04-15 -- ] Robert D. Arnott;[2015-04-15 -- 2016-01-08] Jason C. Hsu;[2015-04-15 -- ] Christopher J. Brightman;,"Robert D. Arnott [$50,001 - $100,000];Christopher J. Brightman [$0 - None];",6.58,6.58,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"1,156,798,675.00",10/29/2021,"1,204,992,027.00",Yes,Yes,10/31/2021,1.95,12/28/2020,0.28,,12/10/2020,0.1,6/30/2021,11/5/2021,14.82,,,,,,,0.4,,,0.44,Growth,6/30/2021,54,F00000VAHP,0P00015B9J,FS0000BNVL,STUSA05MQU,STUSA05MQU,72202L462,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.4,0.4,
Pioneer Equity Income K,US Dollar,PEQKX,US72366V7029,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Amundi US,Amundi,12/20/2012,John A. Carey;Walter Hunnewell;Sammi Truong;,[1990-07-25 -- ] John A. Carey;[2001-12-31 -- ] Walter Hunnewell;[2018-03-01 -- ] Sammi Truong;,"John A. Carey [$1,000,001 and above];Walter Hunnewell [$1,000,001 and above];Sammi Truong [$0 - None];",31.33,18.31,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"302,022,696.00",11/5/2021,"2,473,147,826.00",Yes,No,10/31/2021,1.55,9/16/2021,0.17,,11/26/2019,0.83,8/31/2021,11/5/2021,43.78,,,,,,,0.66,,,0.66,Equity-Income,10/31/2020,8,F00000PA5O,0P0000XR4F,FSUSA00200,STUSA04SDE,STUSA04SDE,72366V702,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.66,0.66,
Principal Equity Income J,US Dollar,PEIJX,US74257B2097,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Principal Funds,Principal,10/9/2018,Daniel R. Coleman;Sarah E. Radecki;Nedret Vidinli;,[1983-05-01 -- 1995-02-01] Craig S. Hobbs;[1991-10-01 -- 1994-08-31] Randall L. Yoakum;[2005-08-01 -- 2005-09-30] Randall L. Yoakum;[1992-07-15 -- 1994-01-01] Gary J. Pokrzywinski;[1990-01-01 -- 1991-10-01] David Anderson;[2000-04-03 -- 2001-02-28] Management Team;[1991-11-01 -- 1995-02-01] Philip M. Foreman;[1992-01-01 -- 1994-01-01] Brian L. Placzek;[2008-03-31 -- 2021-01-04] David W. Simpson;[2001-03-01 -- 2005-08-01] Richard E. Helm;[1995-01-01 -- 2000-04-02] Jeffrey D. Huffman;[2010-05-19 -- ] Daniel R. Coleman;[2005-10-01 -- 2010-05-18] Joseph T. Suty;[2021-01-05 -- ] Sarah E. Radecki;[2017-03-01 -- ] Nedret Vidinli;,"Daniel R. Coleman [$1,000,001 and above];Sarah E. Radecki [$500,001 - $1,000,000];Nedret Vidinli [$100,001 - $500,000];",11.5,5.67,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"87,951,938.00",11/5/2021,"11,024,644,955.00",No,No,10/31/2021,1.23,9/20/2021,0.11,,12/19/2019,0.95,9/30/2021,11/5/2021,42.31,,,,,,,0.82,,,0.85,Equity-Income,10/31/2020,16.9,F000010SUM,0P0001DZKE,FSUSA000FK,STUSA05MYS,STUSA05MYS,74257B209,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.82,0.85,
Putnam Large Cap Value R5,US Dollar,PEQLX,US7467457021,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Putnam,Putnam,7/2/2012,Darren A. Jaroch;Lauren B. DeMore;,[1990-01-01 -- 1992-12-01] Sumner Abramson;[2000-12-01 -- 2012-08-29] Bartlett R. Geer;[2000-04-10 -- 2001-03-30] David L. King;[1995-04-01 -- 1998-04-01] Kenneth J. Taubes;[1995-04-01 -- 1997-05-01] Rosemary H. Thomsen;[1992-12-01 -- 2000-04-10] Edward P. Bousa;[2000-04-10 -- 2006-03-29] Jeanne L. Mockard;[1998-04-01 -- 2000-04-10] David L. Waldman;[1998-04-01 -- 2003-10-29] James M. Prusko;[2003-10-31 -- 2008-03-30] Kevin M. Cronin;[1997-05-01 -- 1998-01-01] Robert M. Paine;[1998-01-01 -- 1999-01-01] Jeffrey Kobylarz;[1999-01-01 -- 2000-04-10] Krishna K. Memani;[2012-08-29 -- ] Darren A. Jaroch;[2008-04-28 -- 2008-11-26] Noah C. Rumpf;[2006-03-30 -- 2008-04-28] Austin M. Kairnes;[2012-08-29 -- 2020-03-31] Walter D. Scully;[2019-08-31 -- ] Lauren B. DeMore;,"Darren A. Jaroch [$1,000,001 and above];Lauren B. DeMore [$100,001 - $500,000];",9.25,5.75,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/31/2021,"76,215,871.00",10/31/2021,"17,442,340,280.00",No,No,10/31/2021,1.33,9/8/2021,0.1,,12/28/2020,1.18,9/30/2021,11/5/2021,33.02,,,,,,,0.65,,,0.65,Growth and Income,11/30/2020,21,F00000OLLB,0P0000WJ39,FSUSA00251,STUSA04EZB,STUSA04EZB,746745702,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.65,0.65,
Putnam Large Cap Value R6,US Dollar,PEQSX,US7467458011,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Putnam,Putnam,7/2/2012,Darren A. Jaroch;Lauren B. DeMore;,[1990-01-01 -- 1992-12-01] Sumner Abramson;[2000-12-01 -- 2012-08-29] Bartlett R. Geer;[2000-04-10 -- 2001-03-30] David L. King;[1995-04-01 -- 1998-04-01] Kenneth J. Taubes;[1995-04-01 -- 1997-05-01] Rosemary H. Thomsen;[1992-12-01 -- 2000-04-10] Edward P. Bousa;[2000-04-10 -- 2006-03-29] Jeanne L. Mockard;[1998-04-01 -- 2000-04-10] David L. Waldman;[1998-04-01 -- 2003-10-29] James M. Prusko;[2003-10-31 -- 2008-03-30] Kevin M. Cronin;[1997-05-01 -- 1998-01-01] Robert M. Paine;[1998-01-01 -- 1999-01-01] Jeffrey Kobylarz;[1999-01-01 -- 2000-04-10] Krishna K. Memani;[2012-08-29 -- ] Darren A. Jaroch;[2008-04-28 -- 2008-11-26] Noah C. Rumpf;[2006-03-30 -- 2008-04-28] Austin M. Kairnes;[2012-08-29 -- 2020-03-31] Walter D. Scully;[2019-08-31 -- ] Lauren B. DeMore;,"Darren A. Jaroch [$1,000,001 and above];Lauren B. DeMore [$100,001 - $500,000];",9.25,5.75,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/31/2021,"2,160,988,349.00",10/31/2021,"17,442,340,280.00",Yes,No,10/31/2021,1.4,9/8/2021,0.11,,12/28/2020,1.18,9/30/2021,11/5/2021,33.03,,,,,,,0.55,,,0.55,Growth and Income,11/30/2020,21,F00000OLLC,0P0000WJ3A,FSUSA00251,STUSA04EZB,STUSA04EZB,746745801,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.55,0.55,
